Value_SP500_REAL_PRICE_MONTH,Value_SP500_DIV_YIELD_MONTH,Value_SP500_PE_RATIO_MONTH,Value_SHILLER_PE_RATIO_MONTH,Value_SP500_EARNINGS_YIELD_MONTH,Value_SP500_INFLADJ_MONTH,Value_SP500_PSR_QUARTER,Value_SP500_DIV_MONTH,Value_SP500_DIV_YEAR,Value_SP500_DIV_GROWTH_YEAR,Value_SP500_DIV_GROWTH_QUARTER,Value_SP500_PBV_RATIO_QUARTER,Value_SHILLER_PE_RATIO_YEAR,Value_SP500_PE_RATIO_YEAR,Value_SP500_DIV_YIELD_YEAR,Value_SP500_PSR_YEAR,Value_SP500_EARNINGS_YIELD_YEAR,Value_SP500_PBV_RATIO_YEAR,Value_SP500_INFLADJ_YEAR,Value_SP500_SALES_YEAR,Value_SP500_SALES_GROWTH_YEAR,Value_SP500_SALES_QUARTER,Value_SP500_REAL_SALES_GROWTH_QUARTER,Value_SP500_SALES_GROWTH_QUARTER,Value_SP500_REAL_SALES_GROWTH_YEAR,Value_SP500_REAL_EARNINGS_GROWTH_YEAR,Value_SP500_REAL_SALES_YEAR,Value_SP500_REAL_EARNINGS_GROWTH_QUARTER,Value_SP500_EARNINGS_GROWTH_QUARTER,Value_SP500_REAL_SALES_QUARTER,Value_SP500_EARNINGS_MONTH,Value_SP500_BVPS_YEAR,Value_SP500_EARNINGS_YEAR,Value_SP500_EARNINGS_GROWTH_YEAR,Value_SP500_BVPS_QUARTER
,3.56,,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,15.53,,,,
9.05,,16.92,19.84,5.91,273.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.48,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,16.16,,,,
8.94,,16.25,19.49,6.15,270.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.54,,,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,16.62,,,,
8.5,,15.04,18.63,6.65,259.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.74,,,,,,9.72,,,,,,,,,,,,,,,,,,,,,,,17.26,,,,
8.6,,14.83,18.73,6.74,262.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.72,,,,,,9.77,,,,,,,,,,,,,,,,,,,,,,,17.71,,,,
8.87,,14.91,19.2,6.71,270.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.63,,,,,,9.83,,,,,,,,,,,,,,,,,,,,,,,18.17,,,,
9.2,,15.08,19.58,6.63,277.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.51,,,,,,9.77,,,,,,,,,,,,,,,,,,,,,,,18.43,,,,
9.23,,14.77,19.74,6.77,281.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.52,,,,,,9.93,,,,,,,,,,,,,,,,,,,,,,,19.09,,,,
9.36,,14.62,19.89,6.84,285.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.49,,,,,,9.98,,,,,,,,,,,,,,,,,,,,,,,19.55,,,,
9.31,,14.21,19.45,7.04,281.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.53,,,,,,9.92,,,,,,,,,,,,,,,,,,,,,,,19.79,,,,
9.54,,14.24,19.57,7.02,284.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.46,,,,,,9.85,9.85,,,,,,3.46,,,,,,,,,,,,,,,,20.0,,20.0,,
9.87,,14.57,20.13,6.86,294.68,,,,,,,20.13,14.57,,,6.86,,294.68,,,,,,,,,,,,,,,,
,3.4,,,,,,10.03,,,,,,,,,,,,,,,,,,,,,,,20.23,,,,
9.8,,14.31,19.86,6.99,292.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.49,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,20.45,,,,
9.56,,13.81,19.26,7.24,285.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.63,,,,,,10.38,,,,,,,,,,,,,,,,,,,,,,,20.68,,,,
9.43,,13.47,18.87,7.42,281.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.75,,,,,,10.55,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,
9.18,,12.98,18.06,7.71,271.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.91,,,,,,10.61,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,
9.3,,13.01,18.18,7.69,274.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.92,,,,,,10.78,,,,,,,,,,,,,,,,,,,,,,,21.12,,,,
9.06,,12.54,18.19,7.97,276.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.09,,,,,,11.32,,,,,,,,,,,,,,,,,,,,,,,22.07,,,,
9.73,,13.33,18.96,7.5,290.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.87,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,
10.03,,13.6,19.21,7.35,296.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.81,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,21.79,,,,
9.73,,13.06,18.1,7.66,281.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.99,,,,,,11.22,,,,,,,,,,,,,,,,,,,,,,,21.53,,,,
9.93,,13.2,18.14,7.58,283.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.97,,,,,,11.26,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,
9.84,,12.95,17.67,7.72,278.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.07,,,,,,11.31,11.31,,,,,,4.07,,,,,,,,,,,,,,,,21.5,,21.5,,
9.56,,12.72,17.22,7.86,273.17,,,,,,,17.22,12.72,,,7.86,,273.17,,,,,,,,,,,,,,,,
,4.22,,,,,,11.52,,,,,,,,,,,,,,,,,,,,,,,21.48,,,,
9.26,,12.46,16.22,8.03,259.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.39,,,,,,11.38,,,,,,,,,,,,,,,,,,,,,,,20.79,,,,
8.35,,11.36,14.69,8.8,236.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.91,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,20.79,,,,
8.39,,11.55,14.68,8.66,237.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.93,,,,,,11.69,,,,,,,,,,,,,,,,,,,,,,,20.56,,,,
8.1,,11.28,13.8,8.87,224.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.14,,,,,,11.54,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,
7.84,,11.04,13.14,9.06,214.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.36,,,,,,11.51,,,,,,,,,,,,,,,,,,,,,,,19.45,,,,
8.14,,11.6,13.58,8.62,223.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,19.23,,,,
7.53,,10.86,12.51,9.21,206.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.67,,,,,,11.69,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,
7.45,,10.88,12.33,9.19,204.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.77,,,,,,11.78,,,,,,,,,,,,,,,,,,,,,,,18.77,,,,
6.64,,9.81,10.84,10.19,180.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.53,,,,,,11.76,,,,,,,,,,,,,,,,,,,,,,,18.36,,,,
6.25,,9.35,10.6,10.69,176.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.99,,,,,,12.35,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,
6.57,,9.95,11.34,10.05,189.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.7,,,,,,12.72,12.72,,,,,,6.7,,,,,,,,,,,,,,,,19.07,,19.07,,
6.85,,10.49,11.9,9.54,200.03,,,,,,,11.9,10.49,,,9.54,,200.03,,,,,,,,,,,,,,,,
,6.38,,,,,,12.75,,,,,,,,,,,,,,,,,,,,,,,19.08,,,,
6.6,,10.21,11.56,9.8,194.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.57,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,19.11,,,,
6.87,,10.73,11.99,9.32,202.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.26,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,18.91,,,,
7.24,,11.43,12.45,8.75,211.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.89,,,,,,12.46,,,,,,,,,,,,,,,,,,,,,,,18.49,,,,
7.63,,12.17,13.08,8.21,222.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.55,,,,,,12.36,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,
7.64,,12.32,13.05,8.12,223.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5,,,,,,12.26,,,,,,,,,,,,,,,,,,,,,,,18.1,,,,
7.92,,12.91,13.35,7.74,228.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.26,,,,,,12.04,,,,,,,,,,,,,,,,,,,,,,,17.73,,,,
8.26,,13.61,13.89,7.35,238.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,17.53,,,,
8.17,,13.62,13.71,7.34,236.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.02,,,,,,11.85,,,,,,,,,,,,,,,,,,,,,,,17.34,,,,
8.27,,13.94,13.69,7.17,236.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.92,,,,,,11.62,,,,,,,,,,,,,,,,,,,,,,,16.95,,,,
8.83,,15.05,14.44,6.64,249.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.57,,,,,,11.41,,,,,,,,,,,,,,,,,,,,,,,16.6,,,,
9.03,,15.57,14.58,6.42,252.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.43,,,,,,11.19,11.19,,,,,,4.43,,,,,,,,,,,,,,,,16.22,,16.22,,
9.06,,15.23,14.77,6.57,256.28,,,,,,,14.77,15.23,,,6.57,,256.28,,,,,,,,,,,,,,,,
,4.45,,,,,,11.41,,,,,,,,,,,,,,,,,,,,,,,16.83,,,,
8.8,,14.43,14.17,6.93,246.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.62,,,,,,11.38,,,,,,,,,,,,,,,,,,,,,,,17.06,,,,
8.92,,14.27,14.33,7.01,249.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6,,,,,,11.47,,,,,,,,,,,,,,,,,,,,,,,17.48,,,,
9.32,,14.56,14.64,6.87,255.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.43,,,,,,11.32,,,,,,,,,,,,,,,,,,,,,,,17.53,,,,
9.63,,14.7,14.96,6.8,261.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.33,,,,,,11.31,,,,,,,,,,,,,,,,,,,,,,,17.77,,,,
9.8,,14.63,15.04,6.84,263.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.29,,,,,,11.28,,,,,,,,,,,,,,,,,,,,,,,17.99,,,,
9.94,,14.51,15.23,6.89,266.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.26,,,,,,11.36,,,,,,,,,,,,,,,,,,,,,,,18.39,,,,
10.18,,14.54,15.43,6.88,270.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.19,,,,,,11.35,,,,,,,,,,,,,,,,,,,,,,,18.61,,,,
10.19,,14.25,15.25,7.02,268.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.22,,,,,,11.32,,,,,,,,,,,,,,,,,,,,,,,18.82,,,,
10.23,,14.01,14.99,7.14,263.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.24,,,,,,11.18,,,,,,,,,,,,,,,,,,,,,,,18.84,,,,
10.18,,13.66,14.74,7.32,260.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.29,,,,,,11.16,,,,,,,,,,,,,,,,,,,,,,,19.03,,,,
10.3,,13.55,14.75,7.38,260.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.27,,,,,,11.14,11.14,,,,,,4.27,,,,,,,,,,,,,,,,19.24,,19.24,,
10.08,,13.31,14.54,7.51,257.48,,,,,,,14.54,13.31,,,7.51,,257.48,,,,,,,,,,,,,,,,
,4.39,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,19.35,,,,
9.72,,12.87,14.0,7.77,248.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.58,,,,,,11.37,,,,,,,,,,,,,,,,,,,,,,,19.29,,,,
9.96,,13.24,14.04,7.56,249.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.49,,,,,,11.22,,,,,,,,,,,,,,,,,,,,,,,18.86,,,,
9.72,,12.96,13.56,7.72,241.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.63,,,,,,11.18,,,,,,,,,,,,,,,,,,,,,,,18.63,,,,
9.56,,12.79,13.57,7.82,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.73,,,,,,11.45,,,,,,,,,,,,,,,,,,,,,,,18.92,,,,
9.1,,12.21,13.01,8.19,232.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,,,,,,11.62,,,,,,,,,,,,,,,,,,,,,,,19.03,,,,
8.64,,11.64,12.34,8.59,220.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3,,,,,,11.69,,,,,,,,,,,,,,,,,,,,,,,18.97,,,,
8.85,,11.96,12.75,8.36,228.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,19.1,,,,
8.91,,12.08,12.94,8.28,232.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.19,,,,,,12.06,,,,,,,,,,,,,,,,,,,,,,,19.23,,,,
9.32,,12.68,13.92,7.89,250.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.99,,,,,,12.48,,,,,,,,,,,,,,,,,,,,,,,19.73,,,,
9.31,,12.71,14.16,7.87,255.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.02,,,,,,12.81,,,,,,,,,,,,,,,,,,,,,,,20.07,,,,
9.05,,12.4,13.74,8.07,247.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.19,,,,,,12.88,12.88,,,,,,5.19,,,,,,,,,,,,,,,,20.0,,20.0,,
9.27,,12.91,14.05,7.75,253.98,,,,,,,14.05,12.91,,,7.75,,253.98,,,,,,,,,,,,,,,,
,5.07,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,19.68,,,,
9.43,,13.34,14.73,7.49,266.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.98,,,,,,13.29,,,,,,,,,,,,,,,,,,,,,,,19.99,,,,
9.32,,13.41,14.37,7.46,260.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.04,,,,,,13.15,,,,,,,,,,,,,,,,,,,,,,,19.44,,,,
9.28,,13.58,14.76,7.36,268.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.06,,,,,,13.58,,,,,,,,,,,,,,,,,,,,,,,19.75,,,,
9.48,,14.11,15.05,7.09,273.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.96,,,,,,13.58,,,,,,,,,,,,,,,,,,,,,,,19.41,,,,
9.67,,14.65,15.33,6.83,279.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.86,,,,,,13.58,,,,,,,,,,,,,,,,,,,,,,,19.07,,,,
9.63,,14.85,15.08,6.73,275.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.88,,,,,,13.43,,,,,,,,,,,,,,,,,,,,,,,18.52,,,,
9.17,,14.4,13.91,6.94,253.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.13,,,,,,13.02,,,,,,,,,,,,,,,,,,,,,,,17.64,,,,
8.67,,13.87,13.0,7.21,237.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.42,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,17.12,,,,
8.72,,14.22,13.07,7.03,238.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.39,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,
9.07,,15.07,13.73,6.63,251.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.18,,,,,,13.02,,,,,,,,,,,,,,,,,,,,,,,16.67,,,,
9.11,,15.44,13.93,6.48,254.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.16,,,,,,13.15,13.15,,,,,,5.16,,,,,,,,,,,,,,,,16.5,,16.5,,
9.12,,15.22,13.8,6.57,252.61,,,,,,,13.8,15.22,,,6.57,,252.61,,,,,,,,,,,,,,,,
,5.16,,,,,,13.04,,,,,,,,,,,,,,,,,,,,,,,16.6,,,,
9.04,,14.86,13.53,6.73,247.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.22,,,,,,12.92,,,,,,,,,,,,,,,,,,,,,,,16.67,,,,
9.3,,15.06,13.64,6.64,249.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.08,,,,,,12.68,,,,,,,,,,,,,,,,,,,,,,,16.58,,,,
9.59,,15.3,13.66,6.53,250.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.94,,,,,,12.34,,,,,,,,,,,,,,,,,,,,,,,16.34,,,,
9.58,,15.07,13.65,6.64,249.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.95,,,,,,12.36,,,,,,,,,,,,,,,,,,,,,,,16.58,,,,
9.58,,14.85,13.78,6.73,252.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.96,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,16.97,,,,
9.59,,14.66,13.8,6.82,252.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.96,,,,,,12.52,,,,,,,,,,,,,,,,,,,,,,,17.22,,,,
9.81,,14.79,13.99,6.76,255.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.86,,,,,,12.43,,,,,,,,,,,,,,,,,,,,,,,17.29,,,,
9.86,,14.66,13.93,6.82,254.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.84,,,,,,12.32,,,,,,,,,,,,,,,,,,,,,,,17.35,,,,
9.84,,14.43,13.9,6.93,253.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.86,,,,,,12.34,,,,,,,,,,,,,,,,,,,,,,,17.59,,,,
9.73,,14.09,13.75,7.1,251.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.92,,,,,,12.37,,,,,,,,,,,,,,,,,,,,,,,17.83,,,,
9.38,,13.4,13.4,7.46,244.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.12,,,,,,12.51,12.51,,,,,,5.12,,,,,,,,,,,,,,,,18.25,,18.25,,
9.3,,13.4,13.15,7.46,239.98,,,,,,,13.15,13.4,,,7.46,,239.98,,,,,,,,,,,,,,,,
,5.16,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,17.91,,,,
8.97,,13.03,12.68,7.67,231.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.35,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,17.76,,,,
8.8,,12.89,12.44,7.76,227.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.45,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,17.61,,,,
8.79,,12.99,12.43,7.7,226.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.46,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,17.46,,,,
8.55,,12.75,12.22,7.85,222.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.61,,,,,,12.51,,,,,,,,,,,,,,,,,,,,,,,17.49,,,,
8.12,,12.21,11.49,8.19,209.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.91,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,17.16,,,,
8.23,,12.48,11.53,8.01,210.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.83,,,,,,12.26,,,,,,,,,,,,,,,,,,,,,,,16.84,,,,
8.45,,12.93,11.85,7.73,215.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.68,,,,,,12.26,,,,,,,,,,,,,,,,,,,,,,,16.69,,,,
8.53,,13.17,11.84,7.59,215.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.63,,,,,,12.14,,,,,,,,,,,,,,,,,,,,,,,16.37,,,,
8.26,,12.87,11.47,7.77,208.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.81,,,,,,12.14,,,,,,,,,,,,,,,,,,,,,,,16.23,,,,
8.05,,12.66,11.07,7.9,201.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.96,,,,,,12.02,,,,,,,,,,,,,,,,,,,,,,,15.92,,,,
8.04,,12.76,11.17,7.84,203.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.97,,,,,,12.14,12.14,,,,,,5.97,,,,,,,,,,,,,,,,15.93,,15.93,,
8.37,,13.48,11.64,7.42,211.66,,,,,,,11.64,13.48,,,7.42,,211.66,,,,,,,,,,,,,,,,
,5.68,,,,,,12.01,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,
8.48,,13.86,11.91,7.21,216.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.54,,,,,,12.01,,,,,,,,,,,,,,,,,,,,,,,15.63,,,,
8.32,,13.81,11.69,7.24,212.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.59,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,15.39,,,,
8.12,,13.69,11.52,7.31,209.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.67,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,15.31,,,,
8.17,,13.98,11.48,7.15,208.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.57,,,,,,11.62,,,,,,,,,,,,,,,,,,,,,,,14.92,,,,
8.13,,14.14,11.43,7.07,207.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.54,,,,,,11.49,,,,,,,,,,,,,,,,,,,,,,,14.69,,,,
7.68,,13.57,10.69,7.37,194.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.79,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,14.31,,,,
7.68,,13.8,10.49,7.25,190.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.73,,,,,,10.91,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,
7.68,,14.03,10.5,7.13,190.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.66,,,,,,10.78,,,,,,,,,,,,,,,,,,,,,,,13.57,,,,
7.68,,14.27,10.61,7.01,192.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.6,,,,,,10.77,,,,,,,,,,,,,,,,,,,,,,,13.48,,,,
7.68,,14.51,10.52,6.89,190.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.53,,,,,,10.54,,,,,,,,,,,,,,,,,,,,,,,13.12,,,,
7.35,,14.13,10.17,7.07,184.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.71,,,,,,10.52,10.52,,,,,,5.71,,,,,,,,,,,,,,,,13.02,,13.02,,
7.48,,13.6,10.36,7.35,187.29,,,,,,,10.36,13.6,,,7.35,,187.29,,,,,,,,,,,,,,,,
,5.63,,,,,,10.54,,,,,,,,,,,,,,,,,,,,,,,13.77,,,,
7.38,,12.72,10.33,7.86,186.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.71,,,,,,10.66,,,,,,,,,,,,,,,,,,,,,,,14.67,,,,
7.57,,12.41,10.71,8.06,193.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.58,,,,,,10.79,,,,,,,,,,,,,,,,,,,,,,,15.58,,,,
8.14,,12.72,11.4,7.86,205.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,16.18,,,,
7.95,,11.87,11.03,8.43,199.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.34,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,16.78,,,,
8.04,,11.49,11.15,8.71,201.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.29,,,,,,10.64,,,,,,,,,,,,,,,,,,,,,,,17.53,,,,
8.01,,10.97,11.11,9.11,200.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.32,,,,,,10.66,,,,,,,,,,,,,,,,,,,,,,,18.28,,,,
8.35,,10.99,11.58,9.1,209.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.11,,,,,,10.68,,,,,,,,,,,,,,,,,,,,,,,19.03,,,,
8.66,,10.96,12.01,9.12,216.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.94,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,19.78,,,,
9.14,,11.15,12.55,8.97,226.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.69,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,20.33,,,,
9.46,,11.13,12.86,8.99,232.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.54,,,,,,10.54,,,,,,,,,,,,,,,,,,,,,,,20.87,,,,
9.48,,10.77,12.88,9.28,232.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.54,,,,,,10.56,10.56,,,,,,4.54,,,,,,,,,,,,,,,,21.61,,21.61,,
9.33,,9.99,12.54,10.01,226.87,,,,,,,12.54,9.99,,,10.01,,226.87,,,,,,,,,,,,,,,,
,4.72,,,,,,10.72,,,,,,,,,,,,,,,,,,,,,,,22.72,,,,
9.2,,9.31,12.35,10.74,223.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.91,,,,,,10.98,,,,,,,,,,,,,,,,,,,,,,,24.03,,,,
9.17,,8.8,12.18,11.36,220.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.04,,,,,,11.14,,,,,,,,,,,,,,,,,,,,,,,25.1,,,,
9.07,,8.27,11.91,12.09,216.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.22,,,,,,11.29,,,,,,,,,,,,,,,,,,,,,,,26.17,,,,
9.27,,8.05,12.03,12.42,219.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.22,,,,,,11.44,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,
9.36,,7.77,12.0,12.87,219.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.29,,,,,,11.59,,,,,,,,,,,,,,,,,,,,,,,28.22,,,,
9.23,,7.33,11.79,13.64,216.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.48,,,,,,11.84,,,,,,,,,,,,,,,,,,,,,,,29.48,,,,
9.3,,7.08,11.73,14.12,215.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.56,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,30.46,,,,
